login,name,location_original,created_at,followers,repositories,location_country
PremChapagain,Prem Chapagain,kathmandu,,14636,1,尼泊尔
OracleBrain,Aashis Jha,"Kathmandu, Nepal ",,12806,37,尼泊尔
jrohitofficial,Rohit Jha,"Kathmandu, Nepal",,10955,58,尼泊尔
