login,name,location_original,created_at,followers,repositories,location_country
LeaVerou,Lea Verou,"Cambridge, MA",,15665,136,摩洛哥
brianyu28,Brian Yu,"Boston, MA",,13204,47,摩洛哥
BurntSushi,Andrew Gallant,"Marlborough, MA",,10230,190,摩洛哥
rsc,Russ Cox,"Cambridge, MA",,10120,157,摩洛哥
lexfridman,Lex Fridman,"Cambridge, MA",,8462,3,摩洛哥
KeithGalli,Keith Galli,"Boston, MA",,5680,54,摩洛哥
CharlesCreativeContent,Shawn Charles,"Boston, MA",,5054,84,摩洛哥
bahmutov,Gleb Bahmutov,"Boston, MA",,4796,1270,摩洛哥
