login,name,location_original,created_at,followers,repositories,location_country
antirez,Salvatore Sanfilippo,"Catania, Sicily, Italy",,21637,88,意大利
mcollina,Matteo Collina,"Forlì, Italy",,9756,737,意大利
evilsocket,Simone Margaritelli,Italy,,8378,176,意大利
FiloSottile,Filippo Valsorda,"Rome, Italy",,7790,121,意大利
Magicianred,Simone Paolucci,Italy,,5668,1728,意大利
somekindofwallflower,Wallflower,"Milan, Italy",,4560,46,意大利
