login,name,location_original,created_at,followers,repositories,location_country
Kwynto,Constantine Zavezeon,Russia,,14708,19,俄罗斯
rexim,Alexey Kutepov,Novosibirsk,,8416,99,俄罗斯
xopaz,FOLLOW4FOLLOW,Russia,,4854,3,俄罗斯
ValdikSS,ValdikSS,Russia,,4504,52,俄罗斯
