login,name,location_original,created_at,followers,repositories,location_country
Asabeneh,Asabeneh,"Helsinki, Finland",,17352,169,芬兰
staltz,André Staltz,"Helsinki, Finland",,5967,439,芬兰
anisul-Islam,Anisul Islam,"Tampere, Finland",,5704,160,芬兰
