login,name,location_original,created_at,followers,repositories,location_country
josevalim,José Valim,"Kraków, Poland",,15213,64,波兰
kamilmysliwiec,Kamil Mysliwiec,Poland,,7702,61,波兰
JohnSundell,John Sundell,"Gdansk, Poland",,7247,68,波兰
hasherezade,hasherezade,Poland,,5875,108,波兰
krzysztofzablocki,Krzysztof Zabłocki,"Warsaw, Poland",,4591,50,波兰
