login,name,location_original,created_at,followers,repositories,location_country
SebLague,Sebastian Lague,Denmark,,20279,89,丹麦
jdah,jdh,Denmark,,6705,19,丹麦
LuNiZz,Can Deger,/home/cph/dk,,5416,34,丹麦
