login,name,location_original,created_at,followers,repositories,location_country
jonasschmedtmann,Jonas Schmedtmann,"Faro, Portugal",,25296,8,葡萄牙
simplesteph,Stephane Maarek,Lisbon + moving around the world,,9149,73,葡萄牙
cusspvz,José Moreira,"Póvoa de Varzim, Porto, Portugal",,8063,182,葡萄牙
nunomaduro,Nuno Maduro,Portugal,,7381,269,葡萄牙
crnacura,Manoela Ilic,"Portimão, Portugal",,6981,109,葡萄牙
matklad,Alex Kladov,Lisbon,,5097,527,葡萄牙
kulikov-dev,,Setubal,,4957,27,葡萄牙
