login,name,location_original,created_at,followers,repositories,location_country
john-smilga,John Smilga,"Sarasota, FL",,19938,261,美国（佛罗里达州）
JeffreyWay,Jeffrey Way,"Winter Park, FL",,16609,165,美国（佛罗里达州）
johnpapa,John Papa,"Orlando, FL",,15315,198,美国（佛罗里达州）
planetoftheweb,Ray Villalobos,"Deland, FL",,5684,280,美国（佛罗里达州）
