login,name,location_original,created_at,followers,repositories,location_country
benbalter,Ben Balter,"Washington, DC",,10228,258,美国（华盛顿特区）
WillKoehrsen,Will Koehrsen,"Washington, DC",,4541,94,美国（华盛顿特区）
