login,name,location_original,created_at,followers,repositories,location_country
elyxdev,Elyx,"Medellín, Colombia.",,19071,14,哥伦比亚
w3cj,CJ,"Denver, CO",,5117,170,哥伦比亚
lefticus,Jason Turner,"Denver, CO",,4613,118,哥伦比亚
